name,code,timestamp,rate,series,n,portname
Global average,FRGBLFB,2024-11-07,3580.0,freight_rates,,
China to Northern Europe,FRCNREU,2024-11-07,4479.0,freight_rates,,
Global average,FRGBLFB,2024-11-08,3602.0,freight_rates,,
China to Northern Europe,FRCNREU,2024-11-08,4473.0,freight_rates,,
Global average,FRGBLFB,2024-11-11,3648.0,freight_rates,,
China to Northern Europe,FRCNREU,2024-11-11,4572.0,freight_rates,,
Global average,FRGBLFB,2024-11-12,3666.0,freight_rates,,
China to Northern Europe,FRCNREU,2024-11-12,4608.0,freight_rates,,
Global average,FRGBLFB,2024-11-13,3591.0,freight_rates,,
China to Northern Europe,FRCNREU,2024-11-13,4614.0,freight_rates,,
Global average,FRGBLFB,2024-11-14,3588.0,freight_rates,,
China to Northern Europe,FRCNREU,2024-11-14,4614.0,freight_rates,,
Global average,FRGBLFB,2024-11-15,3569.0,freight_rates,,
China to Northern Europe,FRCNREU,2024-11-15,4491.0,freight_rates,,
Global average,FRGBLFB,2024-11-18,3568.0,freight_rates,,
China to Northern Europe,FRCNREU,2024-11-18,4491.0,freight_rates,,
Global average,FRGBLFB,2024-11-19,3593.0,freight_rates,,
China to Northern Europe,FRCNREU,2024-11-19,4491.0,freight_rates,,
Global average,FRGBLFB,2024-11-20,3589.0,freight_rates,,
China to Northern Europe,FRCNREU,2024-11-20,4491.0,freight_rates,,
Global average,FRGBLFB,2024-11-21,3578.0,freight_rates,,
China to Northern Europe,FRCNREU,2024-11-21,4491.0,freight_rates,,
Global average,FRGBLFB,2024-11-22,3622.0,freight_rates,,
China to Northern Europe,FRCNREU,2024-11-22,4491.0,freight_rates,,
Global average,FRGBLFB,2024-11-25,3689.0,freight_rates,,
China to Northern Europe,FRCNREU,2024-11-25,4491.0,freight_rates,,
Global average,FRGBLFB,2024-11-26,3634.0,freight_rates,,
China to Northern Europe,FRCNREU,2024-11-26,4491.0,freight_rates,,
Global average,FRGBLFB,2024-11-27,3638.0,freight_rates,,
China to Northern Europe,FRCNREU,2024-11-27,4491.0,freight_rates,,
Global average,FRGBLFB,2024-11-28,3671.0,freight_rates,,
China to Northern Europe,FRCNREU,2024-11-28,4491.0,freight_rates,,
Global average,FRGBLFB,2024-11-29,3673.0,freight_rates,,
China to Northern Europe,FRCNREU,2024-11-29,4491.0,freight_rates,,
Global average,FRGBLFB,2024-12-02,3553.0,freight_rates,,
China to Northern Europe,FRCNREU,2024-12-02,4959.0,freight_rates,,
Global average,FRGBLFB,2024-12-03,3630.0,freight_rates,,
China to Northern Europe,FRCNREU,2024-12-03,5404.0,freight_rates,,
Global average,FRGBLFB,2024-12-04,3617.0,freight_rates,,
China to Northern Europe,FRCNREU,2024-12-04,5438.0,freight_rates,,
Global average,FRGBLFB,2024-12-05,3485.0,freight_rates,,
China to Northern Europe,FRCNREU,2024-12-05,5414.0,freight_rates,,
Global average,FRGBLFB,2024-12-06,3484.0,freight_rates,,
China to Northern Europe,FRCNREU,2024-12-06,5405.0,freight_rates,,
Global average,FRGBLFB,2024-12-09,3697.0,freight_rates,,
China to Northern Europe,FRCNREU,2024-12-09,5223.0,freight_rates,,
Global average,FRGBLFB,2024-12-10,3653.0,freight_rates,,
China to Northern Europe,FRCNREU,2024-12-10,5011.0,freight_rates,,
Global average,FRGBLFB,2024-12-11,3666.0,freight_rates,,
China to Northern Europe,FRCNREU,2024-12-11,5078.0,freight_rates,,
Global average,FRGBLFB,2024-12-12,3638.0,freight_rates,,
China to Northern Europe,FRCNREU,2024-12-12,4971.0,freight_rates,,
Global average,FRGBLFB,2024-12-13,3639.0,freight_rates,,
China to Northern Europe,FRCNREU,2024-12-13,4971.0,freight_rates,,
Global average,FRGBLFB,2024-12-16,3637.0,freight_rates,,
China to Northern Europe,FRCNREU,2024-12-16,4971.0,freight_rates,,
Global average,FRGBLFB,2024-12-17,3636.0,freight_rates,,
China to Northern Europe,FRCNREU,2024-12-17,4971.0,freight_rates,,
Global average,FRGBLFB,2024-12-18,3738.0,freight_rates,,
China to Northern Europe,FRCNREU,2024-12-18,4971.0,freight_rates,,
Global average,FRGBLFB,2024-12-19,3713.0,freight_rates,,
China to Northern Europe,FRCNREU,2024-12-19,4971.0,freight_rates,,
Global average,FRGBLFB,2024-12-20,3730.0,freight_rates,,
China to Northern Europe,FRCNREU,2024-12-20,4971.0,freight_rates,,
Global average,FRGBLFB,2024-12-23,3769.0,freight_rates,,
China to Northern Europe,FRCNREU,2024-12-23,4971.0,freight_rates,,
Global average,FRGBLFB,2024-12-24,3840.0,freight_rates,,
China to Northern Europe,FRCNREU,2024-12-24,5339.0,freight_rates,,
Global average,FRGBLFB,2024-12-25,3840.0,freight_rates,,
China to Northern Europe,FRCNREU,2024-12-25,5339.0,freight_rates,,
Global average,FRGBLFB,2024-12-26,3840.0,freight_rates,,
China to Northern Europe,FRCNREU,2024-12-26,5339.0,freight_rates,,
Global average,FRGBLFB,2024-12-27,3840.0,freight_rates,,
China to Northern Europe,FRCNREU,2024-12-27,5339.0,freight_rates,,
Global average,FRGBLFB,2024-12-30,3840.0,freight_rates,,
China to Northern Europe,FRCNREU,2024-12-30,5339.0,freight_rates,,
Global average,FRGBLFB,2024-12-31,3840.0,freight_rates,,
China to Northern Europe,FRCNREU,2024-12-31,5339.0,freight_rates,,
Global average,FRGBLFB,2025-01-01,3840.0,freight_rates,,
China to Northern Europe,FRCNREU,2025-01-01,5339.0,freight_rates,,
Global average,FRGBLFB,2025-01-02,4322.0,freight_rates,,
China to Northern Europe,FRCNREU,2025-01-02,5721.0,freight_rates,,
Global average,FRGBLFB,2025-01-03,4259.0,freight_rates,,
China to Northern Europe,FRCNREU,2025-01-03,5394.0,freight_rates,,
Global average,FRGBLFB,2025-01-06,4229.0,freight_rates,,
China to Northern Europe,FRCNREU,2025-01-06,5394.0,freight_rates,,
Global average,FRGBLFB,2025-01-07,4306.0,freight_rates,,
China to Northern Europe,FRCNREU,2025-01-07,5643.0,freight_rates,,
Global average,FRGBLFB,2025-01-08,4229.0,freight_rates,,
China to Northern Europe,FRCNREU,2025-01-08,5652.0,freight_rates,,
Global average,FRGBLFB,2025-01-09,4337.0,freight_rates,,
China to Northern Europe,FRCNREU,2025-01-09,5777.0,freight_rates,,
Global average,FRGBLFB,2025-01-10,4336.0,freight_rates,,
China to Northern Europe,FRCNREU,2025-01-10,5733.0,freight_rates,,
Global average,FRGBLFB,2025-01-13,4161.0,freight_rates,,
China to Northern Europe,FRCNREU,2025-01-13,5110.0,freight_rates,,
Global average,FRGBLFB,2025-01-14,3994.0,freight_rates,,
China to Northern Europe,FRCNREU,2025-01-14,4600.0,freight_rates,,
Global average,FRGBLFB,2025-01-15,3778.0,freight_rates,,
China to Northern Europe,FRCNREU,2025-01-15,4600.0,freight_rates,,
Global average,FRGBLFB,2025-01-16,3776.0,freight_rates,,
China to Northern Europe,FRCNREU,2025-01-16,4600.0,freight_rates,,
Global average,FRGBLFB,2025-01-17,3757.0,freight_rates,,
China to Northern Europe,FRCNREU,2025-01-17,4561.0,freight_rates,,
Global average,FRGBLFB,2025-01-20,3671.0,freight_rates,,
China to Northern Europe,FRCNREU,2025-01-20,4339.0,freight_rates,,
Global average,FRGBLFB,2025-01-21,3626.0,freight_rates,,
China to Northern Europe,FRCNREU,2025-01-21,4146.0,freight_rates,,
Global average,FRGBLFB,2025-01-22,3625.0,freight_rates,,
China to Northern Europe,FRCNREU,2025-01-22,4146.0,freight_rates,,
Global average,FRGBLFB,2025-01-23,3707.0,freight_rates,,
China to Northern Europe,FRCNREU,2025-01-23,4118.0,freight_rates,,
Global average,FRGBLFB,2025-01-24,3652.0,freight_rates,,
China to Northern Europe,FRCNREU,2025-01-24,3860.0,freight_rates,,
Global average,FRGBLFB,2025-01-27,3631.0,freight_rates,,
China to Northern Europe,FRCNREU,2025-01-27,3863.0,freight_rates,,
,,2023-09-01,,ships_red_sea,109.0,
,,2023-09-02,,ships_red_sea,122.0,
,,2023-09-03,,ships_red_sea,122.0,
,,2023-09-04,,ships_red_sea,130.0,
,,2023-09-05,,ships_red_sea,125.0,
,,2023-09-06,,ships_red_sea,116.0,
,,2023-09-07,,ships_red_sea,110.0,
,,2023-09-08,,ships_red_sea,119.0,
,,2023-09-09,,ships_red_sea,114.0,
,,2023-09-10,,ships_red_sea,107.0,
,,2023-09-11,,ships_red_sea,116.0,
,,2023-09-12,,ships_red_sea,110.0,
,,2023-09-13,,ships_red_sea,102.0,
,,2023-09-14,,ships_red_sea,98.0,
,,2023-09-15,,ships_red_sea,99.0,
,,2023-09-16,,ships_red_sea,103.0,
,,2023-09-17,,ships_red_sea,105.0,
,,2023-09-18,,ships_red_sea,104.0,
,,2023-09-19,,ships_red_sea,119.0,
,,2023-09-20,,ships_red_sea,119.0,
,,2023-09-21,,ships_red_sea,120.0,
,,2023-09-22,,ships_red_sea,116.0,
,,2023-09-23,,ships_red_sea,116.0,
,,2023-09-24,,ships_red_sea,117.0,
,,2023-09-25,,ships_red_sea,111.0,
,,2023-09-26,,ships_red_sea,112.0,
,,2023-09-27,,ships_red_sea,114.0,
,,2023-09-28,,ships_red_sea,116.0,
,,2023-09-29,,ships_red_sea,102.0,
,,2023-09-30,,ships_red_sea,121.0,
,,2023-10-01,,ships_red_sea,113.0,
,,2023-10-02,,ships_red_sea,102.0,
,,2023-10-03,,ships_red_sea,120.0,
,,2023-10-04,,ships_red_sea,116.0,
,,2023-10-05,,ships_red_sea,118.0,
,,2023-10-06,,ships_red_sea,126.0,
,,2023-10-07,,ships_red_sea,124.0,
,,2023-10-08,,ships_red_sea,117.0,
,,2023-10-09,,ships_red_sea,109.0,
,,2023-10-10,,ships_red_sea,101.0,
,,2023-10-11,,ships_red_sea,100.0,
,,2023-10-12,,ships_red_sea,109.0,
,,2023-10-13,,ships_red_sea,113.0,
,,2023-10-14,,ships_red_sea,92.0,
,,2023-10-15,,ships_red_sea,103.0,
,,2023-10-16,,ships_red_sea,110.0,
,,2023-10-17,,ships_red_sea,110.0,
,,2023-10-18,,ships_red_sea,100.0,
,,2023-10-19,,ships_red_sea,78.0,
,,2023-10-20,,ships_red_sea,89.0,
,,2023-10-21,,ships_red_sea,103.0,
,,2023-10-22,,ships_red_sea,96.0,
,,2023-10-23,,ships_red_sea,108.0,
,,2023-10-24,,ships_red_sea,109.0,
,,2023-10-25,,ships_red_sea,106.0,
,,2023-10-26,,ships_red_sea,97.0,
,,2023-10-27,,ships_red_sea,82.0,
,,2023-10-28,,ships_red_sea,90.0,
,,2023-10-29,,ships_red_sea,84.0,
,,2023-10-30,,ships_red_sea,100.0,
,,2023-10-31,,ships_red_sea,92.0,
,,2023-11-01,,ships_red_sea,88.0,
,,2023-11-02,,ships_red_sea,95.0,
,,2023-11-03,,ships_red_sea,87.0,
,,2023-11-04,,ships_red_sea,103.0,
,,2023-11-05,,ships_red_sea,97.0,
,,2023-11-06,,ships_red_sea,88.0,
,,2023-11-07,,ships_red_sea,81.0,
,,2023-11-08,,ships_red_sea,99.0,
,,2023-11-09,,ships_red_sea,106.0,
,,2023-11-10,,ships_red_sea,101.0,
,,2023-11-11,,ships_red_sea,105.0,
,,2023-11-12,,ships_red_sea,105.0,
,,2023-11-13,,ships_red_sea,110.0,
,,2023-11-14,,ships_red_sea,106.0,
,,2023-11-15,,ships_red_sea,102.0,
,,2023-11-16,,ships_red_sea,111.0,
,,2023-11-17,,ships_red_sea,108.0,
,,2023-11-18,,ships_red_sea,108.0,
,,2023-11-19,,ships_red_sea,102.0,
,,2023-11-20,,ships_red_sea,101.0,
,,2023-11-21,,ships_red_sea,103.0,
,,2023-11-22,,ships_red_sea,86.0,
,,2023-11-23,,ships_red_sea,77.0,
,,2023-11-24,,ships_red_sea,96.0,
,,2023-11-25,,ships_red_sea,85.0,
,,2023-11-26,,ships_red_sea,99.0,
,,2023-11-27,,ships_red_sea,99.0,
,,2023-11-28,,ships_red_sea,89.0,
,,2023-11-29,,ships_red_sea,86.0,
,,2023-11-30,,ships_red_sea,88.0,
,,2023-12-01,,ships_red_sea,86.0,
,,2023-12-02,,ships_red_sea,98.0,
,,2023-12-03,,ships_red_sea,90.0,
,,2023-12-04,,ships_red_sea,79.0,
,,2023-12-05,,ships_red_sea,78.0,
,,2023-12-06,,ships_red_sea,67.0,
,,2023-12-07,,ships_red_sea,80.0,
,,2023-12-08,,ships_red_sea,54.0,
,,2023-12-09,,ships_red_sea,73.0,
,,2023-12-10,,ships_red_sea,71.0,
,,2023-12-11,,ships_red_sea,74.0,
,,2023-12-12,,ships_red_sea,75.0,
,,2023-12-13,,ships_red_sea,77.0,
,,2023-12-14,,ships_red_sea,83.0,
,,2023-12-15,,ships_red_sea,81.0,
,,2023-12-16,,ships_red_sea,75.0,
,,2023-12-17,,ships_red_sea,75.0,
,,2023-12-18,,ships_red_sea,56.0,
,,2023-12-19,,ships_red_sea,59.0,
,,2023-12-20,,ships_red_sea,52.0,
,,2023-12-21,,ships_red_sea,52.0,
,,2023-12-22,,ships_red_sea,40.0,
,,2023-12-23,,ships_red_sea,28.0,
,,2023-12-24,,ships_red_sea,32.0,
,,2023-12-25,,ships_red_sea,29.0,
,,2023-12-26,,ships_red_sea,38.0,
,,2023-12-27,,ships_red_sea,39.0,
,,2023-12-28,,ships_red_sea,29.0,
,,2023-12-29,,ships_red_sea,29.0,
,,2023-12-30,,ships_red_sea,21.0,
,,2023-12-31,,ships_red_sea,18.0,
,,2024-01-01,,ships_red_sea,27.0,
,,2024-01-02,,ships_red_sea,24.0,
,,2024-01-03,,ships_red_sea,23.0,
,,2024-01-04,,ships_red_sea,18.0,
,,2024-01-05,,ships_red_sea,29.0,
,,2024-01-06,,ships_red_sea,32.0,
,,2024-01-07,,ships_red_sea,32.0,
,,2024-01-08,,ships_red_sea,34.0,
,,2024-01-09,,ships_red_sea,24.0,
,,2024-01-10,,ships_red_sea,19.0,
,,2024-01-11,,ships_red_sea,17.0,
,,2024-01-12,,ships_red_sea,27.0,
,,2024-01-13,,ships_red_sea,26.0,
,,2024-01-14,,ships_red_sea,23.0,
,,2024-01-15,,ships_red_sea,25.0,
,,2024-01-16,,ships_red_sea,21.0,
,,2024-01-17,,ships_red_sea,22.0,
,,2024-01-18,,ships_red_sea,25.0,
,,2024-01-19,,ships_red_sea,25.0,
,,2024-01-20,,ships_red_sea,32.0,
,,2024-01-21,,ships_red_sea,28.0,
,,2024-01-22,,ships_red_sea,24.0,
,,2024-01-23,,ships_red_sea,23.0,
,,2024-01-24,,ships_red_sea,22.0,
,,2024-01-25,,ships_red_sea,18.0,
,,2024-01-26,,ships_red_sea,18.0,
,,2024-01-27,,ships_red_sea,18.0,
,,2024-01-28,,ships_red_sea,19.0,
,,2024-01-29,,ships_red_sea,21.0,
,,2024-01-30,,ships_red_sea,21.0,
,,2024-01-31,,ships_red_sea,28.0,
,,2024-02-01,,ships_red_sea,22.0,
,,2024-02-02,,ships_red_sea,28.0,
,,2024-02-03,,ships_red_sea,26.0,
,,2024-02-04,,ships_red_sea,24.0,
,,2024-02-05,,ships_red_sea,24.0,
,,2024-02-06,,ships_red_sea,19.0,
,,2024-02-07,,ships_red_sea,27.0,
,,2024-02-08,,ships_red_sea,33.0,
,,2024-02-09,,ships_red_sea,27.0,
,,2024-02-10,,ships_red_sea,25.0,
,,2024-02-11,,ships_red_sea,21.0,
,,2024-02-12,,ships_red_sea,34.0,
,,2024-02-13,,ships_red_sea,33.0,
,,2024-02-14,,ships_red_sea,28.0,
,,2024-02-15,,ships_red_sea,15.0,
,,2024-02-17,,ships_red_sea,7.0,
,,2024-02-18,,ships_red_sea,27.0,
,,2024-02-19,,ships_red_sea,27.0,
,,2024-02-20,,ships_red_sea,30.0,
,,2024-02-21,,ships_red_sea,28.0,
,,2024-02-22,,ships_red_sea,28.0,
,,2024-02-23,,ships_red_sea,28.0,
,,2024-02-24,,ships_red_sea,34.0,
,,2024-02-25,,ships_red_sea,34.0,
,,2024-02-26,,ships_red_sea,40.0,
,,2024-02-27,,ships_red_sea,36.0,
,,2024-02-28,,ships_red_sea,31.0,
,,2024-02-29,,ships_red_sea,27.0,
,,2024-03-01,,ships_red_sea,21.0,
,,2024-03-02,,ships_red_sea,20.0,
,,2024-03-03,,ships_red_sea,19.0,
,,2024-03-04,,ships_red_sea,24.0,
,,2024-03-05,,ships_red_sea,29.0,
,,2024-03-06,,ships_red_sea,31.0,
,,2024-03-07,,ships_red_sea,39.0,
,,2024-03-08,,ships_red_sea,32.0,
,,2024-03-09,,ships_red_sea,44.0,
,,2024-03-10,,ships_red_sea,43.0,
,,2024-03-11,,ships_red_sea,35.0,
,,2024-03-12,,ships_red_sea,35.0,
,,2024-03-13,,ships_red_sea,22.0,
,,2024-03-14,,ships_red_sea,21.0,
,,2024-03-15,,ships_red_sea,31.0,
,,2024-03-16,,ships_red_sea,27.0,
,,2024-03-17,,ships_red_sea,32.0,
,,2024-03-18,,ships_red_sea,28.0,
,,2024-03-19,,ships_red_sea,22.0,
,,2024-03-20,,ships_red_sea,21.0,
,,2024-03-21,,ships_red_sea,25.0,
,,2024-03-22,,ships_red_sea,29.0,
,,2024-03-23,,ships_red_sea,31.0,
,,2024-03-24,,ships_red_sea,28.0,
,,2024-03-25,,ships_red_sea,27.0,
,,2024-03-26,,ships_red_sea,26.0,
,,2024-03-27,,ships_red_sea,38.0,
,,2024-03-28,,ships_red_sea,35.0,
,,2024-03-29,,ships_red_sea,40.0,
,,2024-03-30,,ships_red_sea,42.0,
,,2024-03-31,,ships_red_sea,35.0,
,,2024-04-01,,ships_red_sea,36.0,
,,2024-04-02,,ships_red_sea,35.0,
,,2024-04-03,,ships_red_sea,41.0,
,,2024-04-04,,ships_red_sea,38.0,
,,2024-04-05,,ships_red_sea,36.0,
,,2024-04-06,,ships_red_sea,39.0,
,,2024-04-07,,ships_red_sea,42.0,
,,2024-04-08,,ships_red_sea,38.0,
,,2024-04-09,,ships_red_sea,43.0,
,,2024-04-10,,ships_red_sea,36.0,
,,2024-04-11,,ships_red_sea,38.0,
,,2024-04-12,,ships_red_sea,42.0,
,,2024-04-13,,ships_red_sea,44.0,
,,2024-04-14,,ships_red_sea,39.0,
,,2024-04-15,,ships_red_sea,42.0,
,,2024-04-16,,ships_red_sea,39.0,
,,2024-04-17,,ships_red_sea,39.0,
,,2024-04-18,,ships_red_sea,39.0,
,,2024-04-19,,ships_red_sea,33.0,
,,2024-04-20,,ships_red_sea,38.0,
,,2024-04-21,,ships_red_sea,37.0,
,,2024-04-22,,ships_red_sea,36.0,
,,2024-04-23,,ships_red_sea,33.0,
,,2024-04-24,,ships_red_sea,41.0,
,,2024-04-25,,ships_red_sea,39.0,
,,2024-04-26,,ships_red_sea,42.0,
,,2024-04-27,,ships_red_sea,35.0,
,,2024-04-28,,ships_red_sea,44.0,
,,2024-04-29,,ships_red_sea,47.0,
,,2024-04-30,,ships_red_sea,44.0,
,,2024-05-01,,ships_red_sea,39.0,
,,2024-05-02,,ships_red_sea,43.0,
,,2024-05-03,,ships_red_sea,45.0,
,,2024-05-04,,ships_red_sea,41.0,
,,2024-05-05,,ships_red_sea,35.0,
,,2024-05-06,,ships_red_sea,29.0,
,,2024-05-07,,ships_red_sea,35.0,
,,2024-05-08,,ships_red_sea,42.0,
,,2024-05-09,,ships_red_sea,45.0,
,,2024-05-10,,ships_red_sea,38.0,
,,2024-05-11,,ships_red_sea,41.0,
,,2024-05-12,,ships_red_sea,37.0,
,,2024-05-13,,ships_red_sea,44.0,
,,2024-05-14,,ships_red_sea,44.0,
,,2024-05-15,,ships_red_sea,43.0,
,,2024-05-16,,ships_red_sea,45.0,
,,2024-05-17,,ships_red_sea,47.0,
,,2024-05-18,,ships_red_sea,41.0,
,,2024-05-19,,ships_red_sea,40.0,
,,2024-05-20,,ships_red_sea,42.0,
,,2024-05-21,,ships_red_sea,38.0,
,,2024-05-22,,ships_red_sea,44.0,
,,2024-05-23,,ships_red_sea,47.0,
,,2024-05-24,,ships_red_sea,49.0,
,,2024-05-25,,ships_red_sea,47.0,
,,2024-05-26,,ships_red_sea,42.0,
,,2024-05-27,,ships_red_sea,41.0,
,,2024-05-28,,ships_red_sea,39.0,
,,2024-05-29,,ships_red_sea,44.0,
,,2024-05-30,,ships_red_sea,50.0,
,,2024-05-31,,ships_red_sea,43.0,
,,2024-06-01,,ships_red_sea,41.0,
,,2024-06-02,,ships_red_sea,42.0,
,,2024-06-03,,ships_red_sea,41.0,
,,2024-06-04,,ships_red_sea,45.0,
,,2024-06-05,,ships_red_sea,46.0,
,,2024-06-06,,ships_red_sea,48.0,
,,2024-06-07,,ships_red_sea,41.0,
,,2024-06-08,,ships_red_sea,40.0,
,,2024-06-09,,ships_red_sea,41.0,
,,2024-06-10,,ships_red_sea,42.0,
,,2024-06-11,,ships_red_sea,43.0,
,,2024-06-12,,ships_red_sea,42.0,
,,2024-06-13,,ships_red_sea,43.0,
,,2024-06-14,,ships_red_sea,45.0,
,,2024-06-15,,ships_red_sea,44.0,
,,2024-06-16,,ships_red_sea,48.0,
,,2024-06-17,,ships_red_sea,48.0,
,,2024-06-18,,ships_red_sea,47.0,
,,2024-06-19,,ships_red_sea,51.0,
,,2024-06-20,,ships_red_sea,47.0,
,,2024-06-21,,ships_red_sea,48.0,
,,2024-06-22,,ships_red_sea,43.0,
,,2024-06-23,,ships_red_sea,45.0,
,,2024-06-24,,ships_red_sea,44.0,
,,2024-06-25,,ships_red_sea,48.0,
,,2024-06-26,,ships_red_sea,45.0,
,,2024-06-27,,ships_red_sea,38.0,
,,2024-06-28,,ships_red_sea,42.0,
,,2024-06-29,,ships_red_sea,33.0,
,,2024-06-30,,ships_red_sea,35.0,
,,2024-07-01,,ships_red_sea,34.0,
,,2024-07-02,,ships_red_sea,34.0,
,,2024-07-03,,ships_red_sea,40.0,
,,2024-07-04,,ships_red_sea,41.0,
,,2024-07-05,,ships_red_sea,43.0,
,,2024-07-06,,ships_red_sea,42.0,
,,2024-07-07,,ships_red_sea,44.0,
,,2024-07-08,,ships_red_sea,40.0,
,,2024-07-09,,ships_red_sea,42.0,
,,2024-07-10,,ships_red_sea,46.0,
,,2024-07-11,,ships_red_sea,49.0,
,,2024-07-12,,ships_red_sea,45.0,
,,2024-07-13,,ships_red_sea,44.0,
,,2024-07-14,,ships_red_sea,47.0,
,,2024-07-15,,ships_red_sea,48.0,
,,2024-07-16,,ships_red_sea,37.0,
,,2024-07-17,,ships_red_sea,44.0,
,,2024-07-18,,ships_red_sea,50.0,
,,2024-07-19,,ships_red_sea,46.0,
,,2024-07-20,,ships_red_sea,43.0,
,,2024-07-21,,ships_red_sea,45.0,
,,2024-07-22,,ships_red_sea,42.0,
,,2024-07-23,,ships_red_sea,43.0,
,,2024-07-24,,ships_red_sea,36.0,
,,2024-07-25,,ships_red_sea,38.0,
,,2024-07-26,,ships_red_sea,35.0,
,,2024-07-27,,ships_red_sea,38.0,
,,2024-07-28,,ships_red_sea,37.0,
,,2024-07-29,,ships_red_sea,36.0,
,,2024-07-30,,ships_red_sea,40.0,
,,2024-07-31,,ships_red_sea,43.0,
,,2024-08-01,,ships_red_sea,41.0,
,,2024-08-02,,ships_red_sea,41.0,
,,2024-08-03,,ships_red_sea,37.0,
,,2024-08-04,,ships_red_sea,38.0,
,,2024-08-05,,ships_red_sea,38.0,
,,2024-08-06,,ships_red_sea,36.0,
,,2024-08-07,,ships_red_sea,34.0,
,,2024-08-08,,ships_red_sea,36.0,
,,2024-08-09,,ships_red_sea,40.0,
,,2024-08-10,,ships_red_sea,44.0,
,,2024-08-11,,ships_red_sea,39.0,
,,2024-08-12,,ships_red_sea,49.0,
,,2024-08-13,,ships_red_sea,50.0,
,,2024-08-14,,ships_red_sea,59.0,
,,2024-08-15,,ships_red_sea,56.0,
,,2024-08-16,,ships_red_sea,45.0,
,,2024-08-17,,ships_red_sea,47.0,
,,2024-08-18,,ships_red_sea,41.0,
,,2024-08-19,,ships_red_sea,46.0,
,,2024-08-20,,ships_red_sea,45.0,
,,2024-08-21,,ships_red_sea,48.0,
,,2024-08-22,,ships_red_sea,54.0,
,,2024-08-23,,ships_red_sea,53.0,
,,2024-08-24,,ships_red_sea,46.0,
,,2024-08-25,,ships_red_sea,50.0,
,,2024-08-26,,ships_red_sea,47.0,
,,2024-08-27,,ships_red_sea,47.0,
,,2024-08-28,,ships_red_sea,45.0,
,,2024-08-29,,ships_red_sea,46.0,
,,2024-08-30,,ships_red_sea,36.0,
,,2024-08-31,,ships_red_sea,41.0,
,,2024-09-01,,ships_red_sea,41.0,
,,2024-09-02,,ships_red_sea,44.0,
,,2024-09-03,,ships_red_sea,45.0,
,,2024-09-04,,ships_red_sea,46.0,
,,2024-09-05,,ships_red_sea,41.0,
,,2024-09-06,,ships_red_sea,42.0,
,,2024-09-07,,ships_red_sea,46.0,
,,2024-09-08,,ships_red_sea,43.0,
,,2024-09-09,,ships_red_sea,45.0,
,,2024-09-10,,ships_red_sea,43.0,
,,2024-09-11,,ships_red_sea,52.0,
,,2024-09-12,,ships_red_sea,47.0,
,,2024-09-13,,ships_red_sea,52.0,
,,2024-09-14,,ships_red_sea,51.0,
,,2024-09-15,,ships_red_sea,53.0,
,,2024-09-16,,ships_red_sea,45.0,
,,2024-09-17,,ships_red_sea,52.0,
,,2024-09-18,,ships_red_sea,42.0,
,,2024-09-19,,ships_red_sea,44.0,
,,2024-09-20,,ships_red_sea,41.0,
,,2024-09-21,,ships_red_sea,37.0,
,,2024-09-22,,ships_red_sea,41.0,
,,2024-09-23,,ships_red_sea,41.0,
,,2024-09-24,,ships_red_sea,38.0,
,,2024-09-25,,ships_red_sea,38.0,
,,2024-09-26,,ships_red_sea,40.0,
,,2024-09-27,,ships_red_sea,41.0,
,,2024-09-28,,ships_red_sea,40.0,
,,2024-09-29,,ships_red_sea,32.0,
,,2024-09-30,,ships_red_sea,36.0,
,,2024-10-01,,ships_red_sea,38.0,
,,2024-10-02,,ships_red_sea,43.0,
,,2024-10-03,,ships_red_sea,37.0,
,,2024-10-04,,ships_red_sea,40.0,
,,2024-10-05,,ships_red_sea,39.0,
,,2024-10-06,,ships_red_sea,38.0,
,,2024-10-07,,ships_red_sea,46.0,
,,2024-10-08,,ships_red_sea,47.0,
,,2024-10-09,,ships_red_sea,43.0,
,,2024-10-10,,ships_red_sea,48.0,
,,2024-10-11,,ships_red_sea,42.0,
,,2024-10-12,,ships_red_sea,35.0,
,,2024-10-13,,ships_red_sea,47.0,
,,2024-10-14,,ships_red_sea,44.0,
,,2024-10-15,,ships_red_sea,41.0,
,,2024-10-16,,ships_red_sea,50.0,
,,2024-10-17,,ships_red_sea,49.0,
,,2024-10-18,,ships_red_sea,53.0,
,,2024-10-19,,ships_red_sea,49.0,
,,2024-10-20,,ships_red_sea,47.0,
,,2024-10-21,,ships_red_sea,51.0,
,,2024-10-22,,ships_red_sea,45.0,
,,2024-10-23,,ships_red_sea,42.0,
,,2024-10-24,,ships_red_sea,43.0,
,,2024-10-25,,ships_red_sea,29.0,
,,2024-10-26,,ships_red_sea,32.0,
,,2024-10-27,,ships_red_sea,44.0,
,,2024-10-28,,ships_red_sea,46.0,
,,2024-10-29,,ships_red_sea,44.0,
,,2024-10-30,,ships_red_sea,50.0,
,,2024-10-31,,ships_red_sea,51.0,
,,2024-11-01,,ships_red_sea,62.0,
,,2024-11-02,,ships_red_sea,52.0,
,,2024-11-03,,ships_red_sea,51.0,
,,2024-11-04,,ships_red_sea,53.0,
,,2024-11-05,,ships_red_sea,47.0,
,,2024-11-06,,ships_red_sea,44.0,
,,2024-11-07,,ships_red_sea,48.0,
,,2024-11-08,,ships_red_sea,44.0,
,,2024-11-09,,ships_red_sea,42.0,
,,2024-11-10,,ships_red_sea,40.0,
